Step,Action,Node,StackState,VisitedSet
506,Push,46,"[46, 46, 63, 92, 89, 75, 77, 81, 92, 97, 79, 63, 81, 85, 92, 61, 89, 92, 97, 75, 46, 76, 85, 59, 98, 61, 73, 75, 84, 89, 93, 94, 98, 63, 78, 82, 94, 48, 78, 98, 90, 91, 31, 65, 68, 76, 83, 88, 91, 94, 62, 98, 58, 78, 81, 91, 94, 68, 78, 74, 90, 92, 89, 92, 93, 99, 81, 83, 45, 51, 79, 88, 91, 57, 59, 63, 72, 74, 95, 45, 83, 60, 75, 52, 54, 21, 31, 54, 63, 69, 90, 67, 45, 89, 94, 98, 56, 63, 81, 88, 93, 85, 91, 48, 55, 65, 64, 31, 34, 44, 48, 74, 76, 91, 98, 99, 71, 75, 94, 96, 56, 57, 87, 39, 45, 60, 61, 73, 30, 91, 98, 84, 83, 21, 31, 54, 57, 76, 82, 90, 29, 22, 78, 96, 48, 59, 60, 61, 90, 34, 88, 89, 93, 48, 56, 71, 84, 83, 48, 55, 58, 66, 69, 92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 62, 64, 66, 67, 68, 69, 84, 86, 87, 89, 91, 94]"
507,Visit,46,"[46, 63, 92, 89, 75, 77, 81, 92, 97, 79, 63, 81, 85, 92, 61, 89, 92, 97, 75, 46, 76, 85, 59, 98, 61, 73, 75, 84, 89, 93, 94, 98, 63, 78, 82, 94, 48, 78, 98, 90, 91, 31, 65, 68, 76, 83, 88, 91, 94, 62, 98, 58, 78, 81, 91, 94, 68, 78, 74, 90, 92, 89, 92, 93, 99, 81, 83, 45, 51, 79, 88, 91, 57, 59, 63, 72, 74, 95, 45, 83, 60, 75, 52, 54, 21, 31, 54, 63, 69, 90, 67, 45, 89, 94, 98, 56, 63, 81, 88, 93, 85, 91, 48, 55, 65, 64, 31, 34, 44, 48, 74, 76, 91, 98, 99, 71, 75, 94, 96, 56, 57, 87, 39, 45, 60, 61, 73, 30, 91, 98, 84, 83, 21, 31, 54, 57, 76, 82, 90, 29, 22, 78, 96, 48, 59, 60, 61, 90, 34, 88, 89, 93, 48, 56, 71, 84, 83, 48, 55, 58, 66, 69, 92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 62, 64, 66, 67, 68, 69, 84, 86, 87, 89, 91, 94]"
508,Push,63,"[63, 46, 63, 92, 89, 75, 77, 81, 92, 97, 79, 63, 81, 85, 92, 61, 89, 92, 97, 75, 46, 76, 85, 59, 98, 61, 73, 75, 84, 89, 93, 94, 98, 63, 78, 82, 94, 48, 78, 98, 90, 91, 31, 65, 68, 76, 83, 88, 91, 94, 62, 98, 58, 78, 81, 91, 94, 68, 78, 74, 90, 92, 89, 92, 93, 99, 81, 83, 45, 51, 79, 88, 91, 57, 59, 63, 72, 74, 95, 45, 83, 60, 75, 52, 54, 21, 31, 54, 63, 69, 90, 67, 45, 89, 94, 98, 56, 63, 81, 88, 93, 85, 91, 48, 55, 65, 64, 31, 34, 44, 48, 74, 76, 91, 98, 99, 71, 75, 94, 96, 56, 57, 87, 39, 45, 60, 61, 73, 30, 91, 98, 84, 83, 21, 31, 54, 57, 76, 82, 90, 29, 22, 78, 96, 48, 59, 60, 61, 90, 34, 88, 89, 93, 48, 56, 71, 84, 83, 48, 55, 58, 66, 69, 92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 62, 64, 66, 67, 68, 69, 84, 86, 87, 89, 91, 94]"
509,Push,76,"[76, 63, 46, 63, 92, 89, 75, 77, 81, 92, 97, 79, 63, 81, 85, 92, 61, 89, 92, 97, 75, 46, 76, 85, 59, 98, 61, 73, 75, 84, 89, 93, 94, 98, 63, 78, 82, 94, 48, 78, 98, 90, 91, 31, 65, 68, 76, 83, 88, 91, 94, 62, 98, 58, 78, 81, 91, 94, 68, 78, 74, 90, 92, 89, 92, 93, 99, 81, 83, 45, 51, 79, 88, 91, 57, 59, 63, 72, 74, 95, 45, 83, 60, 75, 52, 54, 21, 31, 54, 63, 69, 90, 67, 45, 89, 94, 98, 56, 63, 81, 88, 93, 85, 91, 48, 55, 65, 64, 31, 34, 44, 48, 74, 76, 91, 98, 99, 71, 75, 94, 96, 56, 57, 87, 39, 45, 60, 61, 73, 30, 91, 98, 84, 83, 21, 31, 54, 57, 76, 82, 90, 29, 22, 78, 96, 48, 59, 60, 61, 90, 34, 88, 89, 93, 48, 56, 71, 84, 83, 48, 55, 58, 66, 69, 92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 62, 64, 66, 67, 68, 69, 84, 86, 87, 89, 91, 94]"
510,Visit,76,"[63, 46, 63, 92, 89, 75, 77, 81, 92, 97, 79, 63, 81, 85, 92, 61, 89, 92, 97, 75, 46, 76, 85, 59, 98, 61, 73, 75, 84, 89, 93, 94, 98, 63, 78, 82, 94, 48, 78, 98, 90, 91, 31, 65, 68, 76, 83, 88, 91, 94, 62, 98, 58, 78, 81, 91, 94, 68, 78, 74, 90, 92, 89, 92, 93, 99, 81, 83, 45, 51, 79, 88, 91, 57, 59, 63, 72, 74, 95, 45, 83, 60, 75, 52, 54, 21, 31, 54, 63, 69, 90, 67, 45, 89, 94, 98, 56, 63, 81, 88, 93, 85, 91, 48, 55, 65, 64, 31, 34, 44, 48, 74, 76, 91, 98, 99, 71, 75, 94, 96, 56, 57, 87, 39, 45, 60, 61, 73, 30, 91, 98, 84, 83, 21, 31, 54, 57, 76, 82, 90, 29, 22, 78, 96, 48, 59, 60, 61, 90, 34, 88, 89, 93, 48, 56, 71, 84, 83, 48, 55, 58, 66, 69, 92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 62, 64, 66, 67, 68, 69, 76, 84, 86, 87, 89, 91, 94]"
511,Push,96,"[96, 63, 46, 63, 92, 89, 75, 77, 81, 92, 97, 79, 63, 81, 85, 92, 61, 89, 92, 97, 75, 46, 76, 85, 59, 98, 61, 73, 75, 84, 89, 93, 94, 98, 63, 78, 82, 94, 48, 78, 98, 90, 91, 31, 65, 68, 76, 83, 88, 91, 94, 62, 98, 58, 78, 81, 91, 94, 68, 78, 74, 90, 92, 89, 92, 93, 99, 81, 83, 45, 51, 79, 88, 91, 57, 59, 63, 72, 74, 95, 45, 83, 60, 75, 52, 54, 21, 31, 54, 63, 69, 90, 67, 45, 89, 94, 98, 56, 63, 81, 88, 93, 85, 91, 48, 55, 65, 64, 31, 34, 44, 48, 74, 76, 91, 98, 99, 71, 75, 94, 96, 56, 57, 87, 39, 45, 60, 61, 73, 30, 91, 98, 84, 83, 21, 31, 54, 57, 76, 82, 90, 29, 22, 78, 96, 48, 59, 60, 61, 90, 34, 88, 89, 93, 48, 56, 71, 84, 83, 48, 55, 58, 66, 69, 92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 62, 64, 66, 67, 68, 69, 76, 84, 86, 87, 89, 91, 94]"
512,Visit,96,"[63, 46, 63, 92, 89, 75, 77, 81, 92, 97, 79, 63, 81, 85, 92, 61, 89, 92, 97, 75, 46, 76, 85, 59, 98, 61, 73, 75, 84, 89, 93, 94, 98, 63, 78, 82, 94, 48, 78, 98, 90, 91, 31, 65, 68, 76, 83, 88, 91, 94, 62, 98, 58, 78, 81, 91, 94, 68, 78, 74, 90, 92, 89, 92, 93, 99, 81, 83, 45, 51, 79, 88, 91, 57, 59, 63, 72, 74, 95, 45, 83, 60, 75, 52, 54, 21, 31, 54, 63, 69, 90, 67, 45, 89, 94, 98, 56, 63, 81, 88, 93, 85, 91, 48, 55, 65, 64, 31, 34, 44, 48, 74, 76, 91, 98, 99, 71, 75, 94, 96, 56, 57, 87, 39, 45, 60, 61, 73, 30, 91, 98, 84, 83, 21, 31, 54, 57, 76, 82, 90, 29, 22, 78, 96, 48, 59, 60, 61, 90, 34, 88, 89, 93, 48, 56, 71, 84, 83, 48, 55, 58, 66, 69, 92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 62, 64, 66, 67, 68, 69, 76, 84, 86, 87, 89, 91, 94, 96]"
513,Push,99,"[99, 63, 46, 63, 92, 89, 75, 77, 81, 92, 97, 79, 63, 81, 85, 92, 61, 89, 92, 97, 75, 46, 76, 85, 59, 98, 61, 73, 75, 84, 89, 93, 94, 98, 63, 78, 82, 94, 48, 78, 98, 90, 91, 31, 65, 68, 76, 83, 88, 91, 94, 62, 98, 58, 78, 81, 91, 94, 68, 78, 74, 90, 92, 89, 92, 93, 99, 81, 83, 45, 51, 79, 88, 91, 57, 59, 63, 72, 74, 95, 45, 83, 60, 75, 52, 54, 21, 31, 54, 63, 69, 90, 67, 45, 89, 94, 98, 56, 63, 81, 88, 93, 85, 91, 48, 55, 65, 64, 31, 34, 44, 48, 74, 76, 91, 98, 99, 71, 75, 94, 96, 56, 57, 87, 39, 45, 60, 61, 73, 30, 91, 98, 84, 83, 21, 31, 54, 57, 76, 82, 90, 29, 22, 78, 96, 48, 59, 60, 61, 90, 34, 88, 89, 93, 48, 56, 71, 84, 83, 48, 55, 58, 66, 69, 92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 62, 64, 66, 67, 68, 69, 76, 84, 86, 87, 89, 91, 94, 96]"
514,Push,82,"[82, 99, 63, 46, 63, 92, 89, 75, 77, 81, 92, 97, 79, 63, 81, 85, 92, 61, 89, 92, 97, 75, 46, 76, 85, 59, 98, 61, 73, 75, 84, 89, 93, 94, 98, 63, 78, 82, 94, 48, 78, 98, 90, 91, 31, 65, 68, 76, 83, 88, 91, 94, 62, 98, 58, 78, 81, 91, 94, 68, 78, 74, 90, 92, 89, 92, 93, 99, 81, 83, 45, 51, 79, 88, 91, 57, 59, 63, 72, 74, 95, 45, 83, 60, 75, 52, 54, 21, 31, 54, 63, 69, 90, 67, 45, 89, 94, 98, 56, 63, 81, 88, 93, 85, 91, 48, 55, 65, 64, 31, 34, 44, 48, 74, 76, 91, 98, 99, 71, 75, 94, 96, 56, 57, 87, 39, 45, 60, 61, 73, 30, 91, 98, 84, 83, 21, 31, 54, 57, 76, 82, 90, 29, 22, 78, 96, 48, 59, 60, 61, 90, 34, 88, 89, 93, 48, 56, 71, 84, 83, 48, 55, 58, 66, 69, 92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 62, 64, 66, 67, 68, 69, 76, 84, 86, 87, 89, 91, 94, 96]"
515,Push,80,"[80, 82, 99, 63, 46, 63, 92, 89, 75, 77, 81, 92, 97, 79, 63, 81, 85, 92, 61, 89, 92, 97, 75, 46, 76, 85, 59, 98, 61, 73, 75, 84, 89, 93, 94, 98, 63, 78, 82, 94, 48, 78, 98, 90, 91, 31, 65, 68, 76, 83, 88, 91, 94, 62, 98, 58, 78, 81, 91, 94, 68, 78, 74, 90, 92, 89, 92, 93, 99, 81, 83, 45, 51, 79, 88, 91, 57, 59, 63, 72, 74, 95, 45, 83, 60, 75, 52, 54, 21, 31, 54, 63, 69, 90, 67, 45, 89, 94, 98, 56, 63, 81, 88, 93, 85, 91, 48, 55, 65, 64, 31, 34, 44, 48, 74, 76, 91, 98, 99, 71, 75, 94, 96, 56, 57, 87, 39, 45, 60, 61, 73, 30, 91, 98, 84, 83, 21, 31, 54, 57, 76, 82, 90, 29, 22, 78, 96, 48, 59, 60, 61, 90, 34, 88, 89, 93, 48, 56, 71, 84, 83, 48, 55, 58, 66, 69, 92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 62, 64, 66, 67, 68, 69, 76, 84, 86, 87, 89, 91, 94, 96]"
